uid,family,lines,ops,code_hash,recommendation,reason
synth_ball_knob_002024_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_002028_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_002418_s4420,ball_knob,17,5,7616276f6d40ef05,KEEP,ok
synth_ball_knob_002430_s4420,ball_knob,17,5,7616276f6d40ef05,KEEP,ok
synth_ball_knob_002454_s4420,ball_knob,12,4,ad0617e11423f040,KEEP,ok
synth_ball_knob_002466_s4420,ball_knob,12,4,ad0617e11423f040,KEEP,ok
synth_ball_knob_002476_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_002506_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_002660_s4420,ball_knob,17,5,7616276f6d40ef05,KEEP,ok
synth_ball_knob_002676_s4420,ball_knob,17,5,7616276f6d40ef05,KEEP,ok
synth_ball_knob_002682_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_002740_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_002745_s4420,ball_knob,17,5,04939c36951bcd9a,KEEP,ok
synth_ball_knob_002757_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_002762_s4420,ball_knob,17,5,04939c36951bcd9a,KEEP,ok
synth_ball_knob_002882_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_002892_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_002963_s4420,ball_knob,17,5,04939c36951bcd9a,KEEP,ok
synth_ball_knob_002973_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_002978_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_003150_s4420,ball_knob,17,5,0c2c5b63cd6d05ee,KEEP,ok
synth_ball_knob_003159_s4420,ball_knob,17,5,0c2c5b63cd6d05ee,KEEP,ok
synth_ball_knob_003290_s4420,ball_knob,17,5,1809f445e60dda02,KEEP,ok
synth_ball_knob_003300_s4420,ball_knob,12,4,24143ff9978e6982,KEEP,ok
synth_ball_knob_003325_s4420,ball_knob,17,5,0c2c5b63cd6d05ee,KEEP,ok
synth_ball_knob_003343_s4420,ball_knob,17,5,0c2c5b63cd6d05ee,KEEP,ok
synth_ball_knob_003361_s4420,ball_knob,17,5,893ffbc67a15ef2e,KEEP,ok
synth_ball_knob_003379_s4420,ball_knob,17,5,893ffbc67a15ef2e,KEEP,ok
synth_ball_knob_003469_s4420,ball_knob,12,4,24143ff9978e6982,KEEP,ok
synth_ball_knob_003709_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_003740_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_003765_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_003791_s4420,ball_knob,17,5,586058b213bd8120,KEEP,ok
synth_ball_knob_003798_s4420,ball_knob,17,5,31c52f1bcc3e33e9,KEEP,ok
synth_ball_knob_003819_s4420,ball_knob,17,5,5903e451e9637575,KEEP,ok
synth_ball_knob_003830_s4420,ball_knob,17,5,586058b213bd8120,KEEP,ok
synth_ball_knob_003852_s4420,ball_knob,12,4,ad0617e11423f040,KEEP,ok
synth_ball_knob_003858_s4420,ball_knob,17,5,5903e451e9637575,KEEP,ok
synth_ball_knob_003891_s4420,ball_knob,12,4,ad0617e11423f040,KEEP,ok
synth_ball_knob_004039_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_004051_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_004140_s4420,ball_knob,12,4,64902bb06a717c61,KEEP,ok
synth_ball_knob_004274_s4420,ball_knob,12,4,ad0617e11423f040,KEEP,ok
synth_ball_knob_004302_s4420,ball_knob,17,5,e52a7bb989ebc8ae,KEEP,ok
synth_ball_knob_004309_s4420,ball_knob,12,4,ad0617e11423f040,KEEP,ok
synth_ball_knob_004337_s4420,ball_knob,17,5,e52a7bb989ebc8ae,KEEP,ok
synth_ball_knob_004466_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_004529_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_004559_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_004623_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_004720_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_004747_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_004756_s4420,ball_knob,12,4,f367220951c7c85a,KEEP,ok
synth_ball_knob_004889_s4420,ball_knob,12,4,5129685077d3599b,KEEP,ok
synth_ball_knob_004920_s4420,ball_knob,12,4,5129685077d3599b,KEEP,ok
synth_ball_knob_004964_s4420,ball_knob,17,5,9223ac9fd1d0098b,KEEP,ok
synth_ball_knob_004990_s4420,ball_knob,17,5,9223ac9fd1d0098b,KEEP,ok
synth_ball_knob_005045_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_005166_s4420,ball_knob,12,4,64902bb06a717c61,KEEP,ok
synth_ball_knob_005186_s4420,ball_knob,12,4,64902bb06a717c61,KEEP,ok
synth_ball_knob_005323_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_005419_s4420,ball_knob,12,4,9b7047bc4ae1e0da,KEEP,ok
synth_ball_knob_005435_s4420,ball_knob,17,5,31c52f1bcc3e33e9,KEEP,ok
synth_ball_knob_005461_s4420,ball_knob,17,5,e52a7bb989ebc8ae,KEEP,ok
synth_ball_knob_005510_s4420,ball_knob,12,4,24143ff9978e6982,KEEP,ok
synth_ball_knob_005535_s4420,ball_knob,12,4,24143ff9978e6982,KEEP,ok
synth_ball_knob_005592_s4420,ball_knob,12,4,8f1b18bbf1bfbdb6,KEEP,ok
synth_ball_knob_005623_s4420,ball_knob,12,4,8f1b18bbf1bfbdb6,KEEP,ok
synth_ball_knob_005685_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_005724_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_005747_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_005777_s4420,ball_knob,12,4,9b7047bc4ae1e0da,KEEP,ok
synth_ball_knob_005806_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_005814_s4420,ball_knob,12,4,64902bb06a717c61,KEEP,ok
synth_ball_knob_005957_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_006118_s4420,ball_knob,17,5,5903e451e9637575,KEEP,ok
synth_ball_knob_006153_s4420,ball_knob,17,5,5903e451e9637575,KEEP,ok
synth_ball_knob_006195_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_006199_s4420,ball_knob,17,5,9223ac9fd1d0098b,KEEP,ok
synth_ball_knob_006335_s4420,ball_knob,12,4,ad0617e11423f040,KEEP,ok
synth_ball_knob_006439_s4420,ball_knob,17,5,04939c36951bcd9a,KEEP,ok
synth_ball_knob_006466_s4420,ball_knob,17,5,31c52f1bcc3e33e9,KEEP,ok
synth_ball_knob_006656_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_006679_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_006742_s4420,ball_knob,17,5,13a549787b9c0fee,KEEP,ok
synth_ball_knob_006995_s4420,ball_knob,12,4,24143ff9978e6982,KEEP,ok
synth_ball_knob_007000_s4420,ball_knob,12,4,ad0617e11423f040,KEEP,ok
synth_ball_knob_007044_s4420,ball_knob,17,5,9223ac9fd1d0098b,KEEP,ok
synth_ball_knob_007054_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_007112_s4420,ball_knob,17,5,9223ac9fd1d0098b,KEEP,ok
synth_ball_knob_007374_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_007571_s4420,ball_knob,12,4,ad0617e11423f040,KEEP,ok
synth_ball_knob_007607_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_007680_s4420,ball_knob,12,4,9b7047bc4ae1e0da,KEEP,ok
synth_ball_knob_007797_s4420,ball_knob,12,4,64902bb06a717c61,KEEP,ok
synth_ball_knob_007859_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_008070_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_008122_s4420,ball_knob,12,4,ad0617e11423f040,KEEP,ok
synth_ball_knob_008348_s4420,ball_knob,17,5,04939c36951bcd9a,KEEP,ok
synth_ball_knob_008367_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_008559_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_008814_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_008829_s4420,ball_knob,17,5,04939c36951bcd9a,KEEP,ok
synth_ball_knob_009064_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_009108_s4420,ball_knob,17,5,0c2c5b63cd6d05ee,KEEP,ok
synth_ball_knob_009110_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_009122_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_009238_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_009249_s4420,ball_knob,17,5,893ffbc67a15ef2e,KEEP,ok
synth_ball_knob_009355_s4420,ball_knob,17,5,31c52f1bcc3e33e9,KEEP,ok
synth_ball_knob_009483_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_009631_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_009823_s4420,ball_knob,12,4,24143ff9978e6982,KEEP,ok
synth_ball_knob_009871_s4420,ball_knob,12,4,24143ff9978e6982,KEEP,ok
synth_ball_knob_010060_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_010104_s4420,ball_knob,17,5,893ffbc67a15ef2e,KEEP,ok
synth_ball_knob_010404_s4420,ball_knob,17,5,a70c14fb6ff7e5b3,KEEP,ok
synth_ball_knob_010500_s4420,ball_knob,17,5,f99e9d8a01dffc17,KEEP,ok
synth_ball_knob_010665_s4420,ball_knob,17,5,14d926f5ef56ebb5,KEEP,ok
synth_ball_knob_010944_s4420,ball_knob,17,5,f96e4860b228e3d1,KEEP,ok
synth_ball_knob_010999_s4420,ball_knob,12,4,ad0617e11423f040,KEEP,ok
synth_ball_knob_011064_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_011126_s4420,ball_knob,12,4,f367220951c7c85a,KEEP,ok
synth_ball_knob_011249_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_011250_s4420,ball_knob,12,4,8f1b18bbf1bfbdb6,KEEP,ok
synth_ball_knob_011311_s4420,ball_knob,17,5,53aff61a44feb325,KEEP,ok
synth_ball_knob_011366_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_011582_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_011743_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_011761_s4420,ball_knob,12,4,9b7047bc4ae1e0da,KEEP,ok
synth_ball_knob_011806_s4420,ball_knob,12,4,9b7047bc4ae1e0da,KEEP,ok
synth_ball_knob_011820_s4420,ball_knob,17,5,e52a7bb989ebc8ae,KEEP,ok
synth_ball_knob_012461_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_012648_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_012716_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_012738_s4420,ball_knob,12,4,6506b19472adeada,KEEP,ok
synth_ball_knob_012882_s4420,ball_knob,17,5,9223ac9fd1d0098b,KEEP,ok
synth_ball_knob_012926_s4420,ball_knob,17,5,9223ac9fd1d0098b,KEEP,ok
synth_ball_knob_012970_s4420,ball_knob,12,4,916c758128f2089a,KEEP,ok
synth_ball_knob_013007_s4420,ball_knob,12,4,9b7047bc4ae1e0da,KEEP,ok
synth_ball_knob_013037_s4420,ball_knob,17,5,31c52f1bcc3e33e9,KEEP,ok
synth_ball_knob_013563_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_ball_knob_013699_s4420,ball_knob,12,4,67e3dbbb1dedaea0,KEEP,ok
synth_battery_holder_000073_s4420,battery_holder,47,4,dcc5ee921f5d45f6,KEEP,ok
synth_battery_holder_000123_s4420,battery_holder,49,6,86e928774cff9da7,KEEP,ok
synth_battery_holder_000127_s4420,battery_holder,49,6,48de12fccbe2e606,KEEP,ok
synth_battery_holder_000568_s4420,battery_holder,37,4,b9ed04d19b4472ed,KEEP,ok
synth_battery_holder_000587_s4420,battery_holder,37,4,5030b05357091fd2,KEEP,ok
synth_battery_holder_000641_s4420,battery_holder,17,4,dfac0d77f8c04a66,KEEP,ok
synth_battery_holder_000662_s4420,battery_holder,17,4,dfac0d77f8c04a66,KEEP,ok
synth_battery_holder_000966_s4420,battery_holder,17,4,fa3c659813978b28,KEEP,ok
synth_battery_holder_000974_s4420,battery_holder,89,6,7fbfa397c5b1d61e,KEEP,ok
synth_battery_holder_000981_s4420,battery_holder,17,4,856e3e37c648427b,KEEP,ok
synth_battery_holder_001200_s4420,battery_holder,49,6,48de12fccbe2e606,KEEP,ok
synth_battery_holder_001211_s4420,battery_holder,49,6,befe66cfbdeea9b2,KEEP,ok
synth_battery_holder_001308_s4420,battery_holder,49,6,6c9674e2cc1ba5fb,KEEP,ok
synth_battery_holder_001333_s4420,battery_holder,22,4,0e5dec70f41fe7d4,KEEP,ok
synth_battery_holder_001346_s4420,battery_holder,22,4,4684c7f7e75c923e,KEEP,ok
synth_battery_holder_001386_s4420,battery_holder,89,6,32b07ed032242406,KEEP,ok
synth_battery_holder_001402_s4420,battery_holder,89,6,afd67814381ed222,KEEP,ok
synth_battery_holder_001998_s4420,battery_holder,89,6,32b07ed032242406,KEEP,ok
synth_battery_holder_002078_s4420,battery_holder,17,4,dfac0d77f8c04a66,KEEP,ok
synth_battery_holder_002265_s4420,battery_holder,27,4,0842839d5665633f,KEEP,ok
synth_battery_holder_002457_s4420,battery_holder,49,6,6c9674e2cc1ba5fb,KEEP,ok
synth_battery_holder_002469_s4420,battery_holder,49,6,65c5f287d061929b,KEEP,ok
synth_battery_holder_002509_s4420,battery_holder,49,6,48de12fccbe2e606,KEEP,ok
synth_battery_holder_002524_s4420,battery_holder,49,6,befe66cfbdeea9b2,KEEP,ok
synth_battery_holder_002589_s4420,battery_holder,22,4,0e5dec70f41fe7d4,KEEP,ok
synth_battery_holder_002628_s4420,battery_holder,27,4,e34b4292923edbf9,KEEP,ok
synth_battery_holder_002644_s4420,battery_holder,27,4,e34b4292923edbf9,KEEP,ok
synth_battery_holder_002673_s4420,battery_holder,37,4,0c609fdf519a21bc,KEEP,ok
synth_battery_holder_002689_s4420,battery_holder,37,4,0c609fdf519a21bc,KEEP,ok
synth_battery_holder_002878_s4420,battery_holder,69,6,7d094f0196ae0f95,KEEP,ok
synth_battery_holder_002954_s4420,battery_holder,22,4,a5cdc9a732a0b9bc,KEEP,ok
synth_battery_holder_002967_s4420,battery_holder,22,4,a5cdc9a732a0b9bc,KEEP,ok
synth_battery_holder_002989_s4420,battery_holder,27,4,4632955d466cb5cf,KEEP,ok
synth_battery_holder_003113_s4420,battery_holder,69,6,7d094f0196ae0f95,KEEP,ok
synth_battery_holder_003123_s4420,battery_holder,69,6,7d094f0196ae0f95,KEEP,ok
synth_battery_holder_003132_s4420,battery_holder,37,4,ae9039af98a8001d,KEEP,ok
synth_battery_holder_003284_s4420,battery_holder,37,4,0c609fdf519a21bc,KEEP,ok
synth_battery_holder_003297_s4420,battery_holder,37,4,ae9039af98a8001d,KEEP,ok
synth_battery_holder_003469_s4420,battery_holder,27,4,f96d442265c9db26,KEEP,ok
synth_battery_holder_003506_s4420,battery_holder,49,6,7583b8b1b2723d8a,KEEP,ok
synth_battery_holder_003529_s4420,battery_holder,49,6,86e928774cff9da7,KEEP,ok
synth_battery_holder_003585_s4420,battery_holder,37,4,80c62fdc3b6f92c6,KEEP,ok
synth_battery_holder_003627_s4420,battery_holder,37,4,fe6c91cb2681f895,KEEP,ok
synth_battery_holder_003691_s4420,battery_holder,89,6,32b07ed032242406,KEEP,ok
synth_battery_holder_003715_s4420,battery_holder,17,4,fa3c659813978b28,KEEP,ok
synth_battery_holder_003718_s4420,battery_holder,89,6,afd67814381ed222,KEEP,ok
synth_battery_holder_003725_s4420,battery_holder,37,4,b9ed04d19b4472ed,KEEP,ok
synth_battery_holder_003746_s4420,battery_holder,17,4,fa3c659813978b28,KEEP,ok
synth_battery_holder_003751_s4420,battery_holder,22,4,a5cdc9a732a0b9bc,KEEP,ok
synth_battery_holder_003752_s4420,battery_holder,47,4,beb69c3b307533de,KEEP,ok
synth_battery_holder_003753_s4420,battery_holder,89,6,3d6980077c3a1ead,KEEP,ok
synth_battery_holder_003786_s4420,battery_holder,22,4,a5cdc9a732a0b9bc,KEEP,ok
synth_battery_holder_004033_s4420,battery_holder,49,6,6c9674e2cc1ba5fb,KEEP,ok
synth_battery_holder_004138_s4420,battery_holder,47,4,f7f860dd2101c366,KEEP,ok
synth_battery_holder_004176_s4420,battery_holder,47,4,48fef38f4b9ec23a,KEEP,ok
synth_battery_holder_004257_s4420,battery_holder,49,6,7583b8b1b2723d8a,KEEP,ok
synth_battery_holder_004362_s4420,battery_holder,17,4,fa3c659813978b28,KEEP,ok
synth_battery_holder_004425_s4420,battery_holder,17,4,856e3e37c648427b,KEEP,ok
synth_battery_holder_004474_s4420,battery_holder,17,4,fa3c659813978b28,KEEP,ok
synth_battery_holder_004505_s4420,battery_holder,17,4,c863c4616a42ef75,KEEP,ok
synth_battery_holder_004582_s4420,battery_holder,22,4,0e5dec70f41fe7d4,KEEP,ok
synth_battery_holder_004612_s4420,battery_holder,22,4,0e5dec70f41fe7d4,KEEP,ok
synth_battery_holder_004679_s4420,battery_holder,47,4,f7f860dd2101c366,KEEP,ok
synth_battery_holder_004705_s4420,battery_holder,47,4,beb69c3b307533de,KEEP,ok
synth_battery_holder_004739_s4420,battery_holder,22,4,0e5dec70f41fe7d4,KEEP,ok
synth_battery_holder_004748_s4420,battery_holder,49,6,48de12fccbe2e606,KEEP,ok
synth_battery_holder_004766_s4420,battery_holder,22,4,4684c7f7e75c923e,KEEP,ok
synth_battery_holder_004778_s4420,battery_holder,49,6,befe66cfbdeea9b2,KEEP,ok
synth_battery_holder_005010_s4420,battery_holder,22,4,0e5dec70f41fe7d4,KEEP,ok
synth_battery_holder_005036_s4420,battery_holder,22,4,0e5dec70f41fe7d4,KEEP,ok
synth_battery_holder_005178_s4420,battery_holder,47,4,dcc5ee921f5d45f6,KEEP,ok
synth_battery_holder_005198_s4420,battery_holder,47,4,ed4ad7b7f883350e,KEEP,ok
synth_battery_holder_005228_s4420,battery_holder,22,4,6d5cbdd8f3297f9a,KEEP,ok
synth_battery_holder_005243_s4420,battery_holder,47,4,f7f860dd2101c366,KEEP,ok
synth_battery_holder_005260_s4420,battery_holder,47,4,beb69c3b307533de,KEEP,ok
synth_battery_holder_005306_s4420,battery_holder,49,6,48de12fccbe2e606,KEEP,ok
synth_battery_holder_005317_s4420,battery_holder,49,6,befe66cfbdeea9b2,KEEP,ok
synth_battery_holder_005352_s4420,battery_holder,49,6,6c9674e2cc1ba5fb,KEEP,ok
synth_battery_holder_005360_s4420,battery_holder,22,4,6d5cbdd8f3297f9a,KEEP,ok
synth_battery_holder_005389_s4420,battery_holder,37,4,b9ed04d19b4472ed,KEEP,ok
synth_battery_holder_005418_s4420,battery_holder,37,4,5030b05357091fd2,KEEP,ok
synth_battery_holder_005446_s4420,battery_holder,47,4,48fef38f4b9ec23a,KEEP,ok
synth_battery_holder_005457_s4420,battery_holder,22,4,a5cdc9a732a0b9bc,KEEP,ok
synth_battery_holder_005481_s4420,battery_holder,22,4,67c537cb079d28a1,KEEP,ok
synth_battery_holder_005523_s4420,battery_holder,27,4,e34b4292923edbf9,KEEP,ok
synth_battery_holder_005548_s4420,battery_holder,27,4,9a5c9562d7786fd2,KEEP,ok
synth_battery_holder_005702_s4420,battery_holder,22,4,a5cdc9a732a0b9bc,KEEP,ok
synth_battery_holder_005710_s4420,battery_holder,37,4,b9ed04d19b4472ed,KEEP,ok
synth_battery_holder_005733_s4420,battery_holder,22,4,6d5cbdd8f3297f9a,KEEP,ok
synth_battery_holder_005752_s4420,battery_holder,27,4,0842839d5665633f,KEEP,ok
synth_battery_holder_005807_s4420,battery_holder,22,4,a5cdc9a732a0b9bc,KEEP,ok
synth_battery_holder_005839_s4420,battery_holder,17,4,c863c4616a42ef75,KEEP,ok
synth_battery_holder_005845_s4420,battery_holder,17,4,e50495de68e8ca3b,KEEP,ok
synth_battery_holder_005908_s4420,battery_holder,27,4,f96d442265c9db26,KEEP,ok
synth_battery_holder_005945_s4420,battery_holder,27,4,0842839d5665633f,KEEP,ok
synth_battery_holder_006067_s4420,battery_holder,22,4,0e5dec70f41fe7d4,KEEP,ok
synth_battery_holder_006163_s4420,battery_holder,69,6,3da9ac468d75f5df,KEEP,ok
synth_battery_holder_006180_s4420,battery_holder,89,6,3d6980077c3a1ead,KEEP,ok
synth_battery_holder_006224_s4420,battery_holder,49,6,7583b8b1b2723d8a,KEEP,ok
synth_battery_holder_006257_s4420,battery_holder,49,6,7583b8b1b2723d8a,KEEP,ok
synth_battery_holder_006352_s4420,battery_holder,37,4,80c62fdc3b6f92c6,KEEP,ok
synth_battery_holder_006373_s4420,battery_holder,49,6,6c9674e2cc1ba5fb,KEEP,ok
synth_battery_holder_006382_s4420,battery_holder,22,4,0e5dec70f41fe7d4,KEEP,ok
synth_battery_holder_006402_s4420,battery_holder,49,6,65c5f287d061929b,KEEP,ok
synth_battery_holder_006472_s4420,battery_holder,17,4,dfac0d77f8c04a66,KEEP,ok
synth_battery_holder_006491_s4420,battery_holder,49,6,34d76695dde21b9b,KEEP,ok
synth_battery_holder_006498_s4420,battery_holder,17,4,fa3c659813978b28,KEEP,ok
synth_battery_holder_006522_s4420,battery_holder,17,4,856e3e37c648427b,KEEP,ok
synth_battery_holder_006557_s4420,battery_holder,69,6,3da9ac468d75f5df,KEEP,ok
synth_battery_holder_006580_s4420,battery_holder,69,6,7d9f299104819aa8,KEEP,ok
synth_battery_holder_006629_s4420,battery_holder,69,6,9b7ae571de7b8673,KEEP,ok
synth_battery_holder_006654_s4420,battery_holder,69,6,9b7ae571de7b8673,KEEP,ok
synth_battery_holder_006686_s4420,battery_holder,37,4,cdb8f13775f24af5,KEEP,ok
synth_battery_holder_006689_s4420,battery_holder,69,6,7d094f0196ae0f95,KEEP,ok
synth_battery_holder_006715_s4420,battery_holder,69,6,7d094f0196ae0f95,KEEP,ok
synth_battery_holder_006732_s4420,battery_holder,17,4,fa3c659813978b28,KEEP,ok
synth_battery_holder_006760_s4420,battery_holder,17,4,fa3c659813978b28,KEEP,ok
synth_battery_holder_006858_s4420,battery_holder,47,4,48fef38f4b9ec23a,KEEP,ok
synth_battery_holder_006946_s4420,battery_holder,69,6,7d094f0196ae0f95,KEEP,ok
synth_battery_holder_006989_s4420,battery_holder,27,4,2d6398e46616fa50,KEEP,ok
synth_battery_holder_006993_s4420,battery_holder,69,6,2660da1e218f76e3,KEEP,ok
synth_battery_holder_007008_s4420,battery_holder,47,4,a326ee2be35920c1,KEEP,ok
synth_battery_holder_007043_s4420,battery_holder,27,4,99e3b80acd9a411a,KEEP,ok
synth_battery_holder_007061_s4420,battery_holder,47,4,1afd09285efd5fad,KEEP,ok
synth_battery_holder_007088_s4420,battery_holder,47,4,dcc5ee921f5d45f6,KEEP,ok
synth_battery_holder_007134_s4420,battery_holder,37,4,b9ed04d19b4472ed,KEEP,ok
synth_battery_holder_007141_s4420,battery_holder,47,4,9b49a5e09b6a0e24,KEEP,ok
synth_battery_holder_007170_s4420,battery_holder,49,6,7583b8b1b2723d8a,KEEP,ok
synth_battery_holder_007195_s4420,battery_holder,37,4,b9ed04d19b4472ed,KEEP,ok
synth_battery_holder_007231_s4420,battery_holder,49,6,7583b8b1b2723d8a,KEEP,ok
synth_battery_holder_007290_s4420,battery_holder,17,4,fa3c659813978b28,KEEP,ok
synth_battery_holder_007329_s4420,battery_holder,69,6,3da9ac468d75f5df,KEEP,ok
synth_battery_holder_007349_s4420,battery_holder,17,4,c863c4616a42ef75,KEEP,ok
synth_battery_holder_007387_s4420,battery_holder,69,6,ac7a55797ae41986,KEEP,ok
synth_battery_holder_007525_s4420,battery_holder,49,6,48de12fccbe2e606,KEEP,ok
synth_battery_holder_007542_s4420,battery_holder,37,4,80c62fdc3b6f92c6,KEEP,ok
